0.000045,0
0.000056,0
0.000071,0
0.000089,2
0.000112,0
0.000141,0
0.000178,0
0.000224,0
0.000282,3
0.000355,0
0.000447,10
0.000562,26
0.000708,172
0.000891,5605
0.001122,7500
0.001413,2947
0.001778,48
0.002239,44
0.002818,71
0.003548,247
0.004467,427
0.005623,321
0.007079,346
0.008913,24121
0.011220,119945
0.014125,72339
0.017783,34916
0.022387,246370
0.028184,259049
0.035481,193822
